platform,pump_id,month,coin_rank,n_exchanges,pair_count,channel,exchange,max_price_inc_pct,post_pump_change_pct,server_members,views,pump_type,date
Telegram,260,6,395,6,6,CryptoRocketPumps,None,2.5335,-1.8687,0,2127,target,2018-06-13
Telegram,261,1,360,27,4,CryptoRocketPumps,Binance,1.9902,-0.9835,0,2010,obvious,2018-01-12
Telegram,262,5,763,6,1,PureInvestments,Binance,9.5155,-1.2693,0,24465,target,2018-05-02
Telegram,263,5,478,27,1,Crypto4Pumps,Binance,4.115,-20.3377,0,2946,target,2018-05-18
Telegram,264,5,168,36,6,Big Pump Signal,Binance,1.1132,-56.9022,0,2617,target,2018-05-09
Telegram,265,4,141,36,13,CryptoPumpAlerts,Other,1.4525,-61.5647,0,6453,target,2018-04-11
Telegram,266,2,239,3,1,Crypto4Pumps,Bittrex,8.7345,9.4935,0,3607,obvious,2018-02-02
Telegram,267,5,126,15,2,MoonPumpSignals,None,1.2011,-66.2743,0,45515,target,2018-05-20
Telegram,268,5,97,50,46,CryptoPumpAlerts,None,5.1395,-59.0793,0,5372,target,2018-05-05
Telegram,269,5,37,33,25,AlphaPumpLeague,None,3.9159,-35.7866,0,9844,target,2018-05-18
Telegram,270,2,62,34,19,CryptoPumpAlerts,Binance,3.0877,-52.5127,0,3503,target,2018-02-12
Telegram,271,4,1488,1,1,CryptoPumpAlerts,Other,31.8378,5.6711,0,1666,target,2018-04-23
Telegram,272,4,139,79,16,CryptoCartelOriginal,Binance,2.2871,-38.3941,0,3660,target,2018-04-13
Telegram,273,4,1383,2,1,PumpHunters,Bittrex,2.7345,7.5013,0,3693,target,2018-04-20
Telegram,274,5,360,1,1,Crypto4Pumps,None,0.6629,-67.5951,0,3671,obvious,2018-05-29
Telegram,275,2,239,8,1,ElitePumpGroup,Binance+Bittrex,5.2196,7.5059,0,1756,target,2018-02-07
Telegram,276,2,65,2,1,PumpHunters,None,1.5812,-69.516,0,7586,target,2018-02-03
Telegram,277,1,251,4,1,Big Pump Signal,None,10.0088,-25.7011,0,5092,target,2018-01-19
Telegram,278,1,1369,48,87,PumpKingCrypto,Binance,3.3353,-24.2877,0,1844,target,2018-01-05
Telegram,279,2,1014,4,3,AlphaPumpLeague,None,20.7132,-45.8444,0,7398,target,2018-02-06
Telegram,280,1,320,2,1,Crypto4Pumps,Binance,2.72,-2.1501,0,12859,target,2018-01-23
Telegram,281,3,89,18,8,CryptoPumpAlerts,None,4.9496,13.7172,0,18562,target,2018-03-22
Telegram,282,4,106,7,16,Crypto4Pumps,None,0.7222,-68.9016,0,879,target,2018-04-01
Telegram,283,5,116,33,3,CoinPumpNation,Binance,3.0402,-58.7456,0,3653,obvious,2018-05-18
Telegram,284,3,789,2,1,CryptoRocketPumps,Bittrex,6.463,-64.1223,0,2130,target,2018-03-21
Telegram,285,1,1083,7,10,CryptoPumpAlerts,Bittrex,27.2601,-48.68,0,3903,target,2018-01-10
Telegram,286,5,298,3,1,PureInvestments,None,1.4917,-37.6577,0,21801,target,2018-05-23
Telegram,287,3,191,125,26,PumpMasterBTC,Bittrex,1.8415,-60.1349,0,3664,obvious,2018-03-23
Telegram,288,2,1006,9,6,Crypto4Pumps,None,3.366,-46.9658,0,4532,target,2018-02-18
Telegram,289,4,104,14,3,CryptoCartelOriginal,Bittrex,7.1518,11.7144,0,3363,target,2018-04-08
Telegram,290,6,262,8,1,CryptoRocketPumps,None,0.8354,-20.2764,0,26630,target,2018-06-08
Telegram,291,3,379,5,1,CryptoRocketPumps,Bittrex,3.3925,11.4459,0,973,target,2018-03-18
Telegram,292,6,115,7,3,PumpHunters,None,3.0653,-2.2807,0,4232,target,2018-06-03
Telegram,293,2,141,7,3,Crypto4Pumps,None,2.709,-57.4105,0,3261,target,2018-02-12
Telegram,294,1,132,65,204,Big Pump Signal,Binance,1.015,-23.4557,0,1585,target,2018-01-30
Telegram,295,1,893,3,1,Crypto4Pumps,Binance,10.1841,-54.9325,0,17126,obvious,2018-01-20
Telegram,296,5,1396,1,1,PumpHunters,None,7.6417,10.6861,0,1479,target,2018-05-26
Telegram,297,4,277,3,6,CryptoPumpAlerts,None,4.64,-25.1958,0,4592,obvious,2018-04-10
Telegram,298,4,197,27,39,ElitePumpGroup,None,22.3407,-58.6941,0,6330,target,2018-04-22
Telegram,299,6,146,11,5,PureInvestments,Bittrex,4.1535,-69.0572,0,3592,target,2018-06-22
Telegram,300,4,251,9,1,Crypto4Pumps,None,7.8935,7.5096,0,1568,target,2018-04-06
Telegram,301,1,153,38,6,AlphaPumpLeague,None,8.996,12.9719,0,5870,target,2018-01-07
Telegram,302,5,229,5,1,Big Pump Signal,None,3.4046,-42.385,0,3559,target,2018-05-13
Telegram,303,2,363,16,6,Crypto4Pumps,Binance,1.5046,-0.9657,0,13372,target,2018-02-19
Telegram,304,4,174,7,1,PureInvestments,Binance,10.9969,-40.1661,0,10450,target,2018-04-22
Telegram,305,5,211,19,58,Crypto4Pumps,None,3.7622,-53.5287,0,34825,target,2018-05-30
Telegram,306,4,212,8,1,Crypto4Pumps,None,3.4511,-45.9734,0,7421,target,2018-04-04
Telegram,307,3,188,10,1,CryptoRocketPumps,None,4.9713,12.6809,0,11115,target,2018-03-21
Telegram,308,4,168,27,15,AlphaPumpLeague,None,10.8396,17.1955,0,4998,target,2018-04-29
Telegram,309,1,496,15,11,PureInvestments,Binance,2.147,-55.1676,0,28627,target,2018-01-06
Telegram,310,3,51,19,1,Crypto4Pumps,None,2.2466,-72.2308,0,6823,target,2018-03-30
Telegram,311,4,1029,3,1,Crypto4Pumps,None,16.5379,-49.4963,0,6204,target,2018-04-26
Telegram,312,2,283,42,13,Crypto4Pumps,None,1.2912,-21.4462,0,10668,target,2018-02-04
Telegram,313,1,433,14,30,Crypto4Pumps,None,11.2087,-53.3881,0,3927,target,2018-01-07
Telegram,314,4,480,5,19,CryptoRocketPumps,Other,9.2028,-30.3557,0,4439,target,2018-04-06
Telegram,315,3,132,8,1,Crypto4Pumps,Binance,2.0931,-30.4658,0,10661,target,2018-03-04
Telegram,316,3,110,39,13,CryptoCartelOriginal,None,7.6421,-42.2931,0,12538,target,2018-03-12
Telegram,317,6,99,18,2,Big Pump Signal,None,1.4286,-69.9925,0,11188,target,2018-06-13
Telegram,318,1,200,10,8,CoinPumpNation,Bittrex,2.9371,-52.4261,0,6322,obvious,2018-01-14
Telegram,319,1,469,9,23,Big Pump Signal,None,10.9655,-48.116,0,8496,target,2018-01-25
Telegram,320,6,148,18,35,Big Pump Signal,Bittrex,2.5482,-55.522,0,15197,target,2018-06-13
Telegram,321,1,432,8,2,Crypto4Pumps,Bittrex,2.7594,14.8707,0,2690,target,2018-01-06
Telegram,322,6,29,86,14,AlphaPumpLeague,None,5.0748,-38.0143,0,6772,target,2018-06-20
Telegram,323,4,177,39,17,MoonPumpSignals,None,1.2889,-43.7777,0,581,target,2018-04-20
Telegram,324,4,714,10,22,MoonPumpSignals,None,5.3093,-27.1472,0,12623,target,2018-04-15
Telegram,325,2,215,39,10,Crypto4Pumps,None,5.2311,-54.8186,0,3497,target,2018-02-19
Telegram,326,3,119,15,1,ElitePumpGroup,None,5.1629,15.7776,0,3576,target,2018-03-07
Telegram,327,5,139,26,7,ElitePumpGroup,Bittrex,1.3762,-60.9834,0,6103,target,2018-05-24
Telegram,328,1,16,94,31,PumpKingCrypto,None,9.2853,-23.855,0,11398,target,2018-01-08
Telegram,329,5,101,41,1,ElitePumpGroup,Other,0.4307,-56.8546,0,50783,target,2018-05-02
Telegram,330,5,647,16,8,PumpMasterBTC,None,1.3659,-40.5135,0,1827,target,2018-05-13
Telegram,331,5,148,24,19,CryptoRocketPumps,None,1.6138,-1.4082,0,3305,target,2018-05-08
Telegram,332,1,165,75,367,CryptoRocketPumps,Binance,3.0185,8.1225,0,8202,target,2018-01-16
Telegram,333,5,30,17,1,PumpKingCrypto,Binance,0.3449,-30.7205,0,3666,target,2018-05-14
Telegram,334,5,58,18,18,Big Pump Signal,None,1.2382,-48.6015,0,13683,obvious,2018-05-28
Telegram,335,1,729,5,6,Crypto4Pumps,None,18.707,-50.1356,0,5872,target,2018-01-13
Telegram,336,6,436,6,4,Crypto4Pumps,Other,1.3303,-45.352,0,14265,target,2018-06-02
Telegram,337,1,78,3,1,CryptoPumpAlerts,Binance,7.6042,-70.3282,0,5486,target,2018-01-16
Telegram,338,6,142,48,5,CryptoPumpAlerts,Binance+Bittrex,1.7808,-31.0271,0,10707,obvious,2018-06-24
Telegram,339,1,244,4,1,MoonPumpSignals,None,2.8261,-27.4385,0,3019,target,2018-01-08
Telegram,340,2,85,20,9,CoinPumpNation,Binance,9.3035,-33.5979,0,34625,obvious,2018-02-09
Telegram,341,5,41,7,1,MoonPumpSignals,None,7.0595,-65.025,0,1614,target,2018-05-06
Telegram,342,1,217,20,42,CryptoRocketPumps,None,6.8615,-72.3654,0,3725,target,2018-01-22
Telegram,343,2,419,4,1,Big Pump Signal,Binance+Bittrex,3.9328,2.1799,0,2043,target,2018-02-05
Telegram,344,1,426,3,1,Big Pump Signal,None,1.7473,-22.2711,0,13279,target,2018-01-08
Telegram,345,5,549,9,2,MoonPumpSignals,None,9.754,8.4434,0,10659,target,2018-05-03
Telegram,346,1,62,11,7,CoinPumpNation,Binance,2.482,-62.2957,0,2422,target,2018-01-12
Telegram,347,4,264,6,3,PumpKingCrypto,Binance,1.4556,-42.8911,0,15675,target,2018-04-27
Telegram,348,4,197,14,8,PumpMasterBTC,Binance,4.1421,11.8383,0,3754,target,2018-04-14
Telegram,349,4,231,23,63,Crypto4Pumps,None,3.7118,-29.176,0,9375,target,2018-04-04
Telegram,350,3,207,5,1,PumpHunters,None,11.668,12.6833,0,11427,obvious,2018-03-24
Telegram,351,3,138,5,1,AlphaPumpLeague,None,2.8884,17.8235,0,5503,target,2018-03-12
Telegram,352,6,16,39,120,CryptoPumpAlerts,None,2.4866,-70.1412,0,14563,target,2018-06-04
Telegram,353,5,711,10,1,PumpHunters,None,13.5053,-59.6874,0,5990,target,2018-05-01
Telegram,354,6,337,35,14,Big Pump Signal,Bittrex,1.2901,-63.0168,0,8999,target,2018-06-10
Telegram,355,5,66,7,12,CryptoPumpAlerts,Bittrex,3.633,17.1102,0,5368,target,2018-05-05
Telegram,356,5,383,6,10,Big Pump Signal,None,3.5199,-59.4951,0,1400,target,2018-05-16
Telegram,357,6,167,37,37,PumpHunters,None,2.5365,2.1902,0,6095,target,2018-06-12
Telegram,358,4,172,75,83,PumpHunters,None,2.7804,-66.8216,0,3239,target,2018-04-20
Telegram,359,6,125,6,1,CryptoRocketPumps,None,3.78,-31.92,0,21869,target,2018-06-08
Telegram,360,1,405,4,7,MoonPumpSignals,Binance+Bittrex,5.4484,-53.5151,0,2142,target,2018-01-03
Telegram,361,1,122,21,1,Big Pump Signal,Bittrex,3.6742,16.2279,0,18994,target,2018-01-04
Telegram,362,4,93,10,1,PureInvestments,None,2.0696,15.5643,0,5818,target,2018-04-03
Telegram,363,4,692,3,1,CryptoPumpAlerts,None,8.4523,-31.7541,0,9526,obvious,2018-04-09
Telegram,364,4,213,14,3,ElitePumpGroup,None,3.5011,-34.8017,0,2114,target,2018-04-22
Telegram,365,4,219,46,26,Crypto4Pumps,Bittrex,4.3926,-44.377,0,5214,target,2018-04-17
Telegram,366,4,466,2,1,CryptoCartelOriginal,None,1.6902,-35.5563,0,3863,target,2018-04-11
Telegram,367,6,137,54,231,AlphaPumpLeague,Bittrex,2.3813,12.1922,0,39818,target,2018-06-07
Telegram,368,3,164,7,4,Big Pump Signal,Bittrex,5.6433,-36.935,0,3783,obvious,2018-03-06
Telegram,369,3,329,13,2,CoinPumpNation,None,3.0139,2.4108,0,17881,obvious,2018-03-06
Telegram,370,5,62,85,95,CoinPumpNation,None,0.5806,-13.2483,0,18093,target,2018-05-08
Telegram,371,4,305,13,1,Crypto4Pumps,None,12.6011,0.9533,0,17670,target,2018-04-15
Telegram,372,5,127,11,13,CryptoPumpAlerts,Binance,0.7982,6.1478,0,4100,target,2018-05-18
Telegram,373,3,540,14,6,ElitePumpGroup,Bittrex,19.7556,-2.1798,0,30965,target,2018-03-30
Telegram,374,1,409,7,4,Crypto4Pumps,None,21.3809,2.9622,0,36877,target,2018-01-29
Telegram,375,6,363,14,1,Big Pump Signal,None,5.4891,-21.7781,0,9217,target,2018-06-07
Telegram,376,1,59,17,1,CryptoCartelOriginal,Other,1.8263,-1.4589,0,4569,target,2018-01-22
Telegram,377,5,228,24,1,MoonPumpSignals,Binance,3.9815,-29.8396,0,3274,target,2018-05-04
Telegram,378,3,87,5,16,Crypto4Pumps,Other,8.2674,-16.6911,0,10067,target,2018-03-25
Telegram,379,4,242,4,1,CryptoRocketPumps,Binance,0.765,-26.9882,0,7144,target,2018-04-28
Telegram,380,5,31,8,7,AlphaPumpLeague,Bittrex,1.1705,8.0147,0,7890,target,2018-05-19
Telegram,381,4,62,19,3,CryptoRocketPumps,None,6.7378,9.9475,0,2172,target,2018-04-17
Telegram,382,1,728,1,1,CoinPumpNation,Binance,18.4318,-53.9422,0,6954,target,2018-01-12
Telegram,383,5,349,5,1,Crypto4Pumps,None,1.2849,-0.6626,0,17738,target,2018-05-27
Telegram,384,1,182,4,11,Crypto4Pumps,None,1.7208,15.3526,0,13446,obvious,2018-01-29
Telegram,385,2,110,59,56,CryptoRocketPumps,Binance+Bittrex,6.1978,-0.9672,0,4771,obvious,2018-02-21
Telegram,386,4,94,7,4,AlphaPumpLeague,Bittrex,4.8989,-66.2048,0,6170,target,2018-04-03
Telegram,387,4,300,3,5,CryptoCartelOriginal,None,4.118,-64.9673,0,1962,target,2018-04-27
Telegram,388,4,184,15,2,CoinPumpNation,None,12.6098,-48.4039,0,3861,target,2018-04-25
Telegram,389,3,1004,26,42,CryptoPumpAlerts,None,39.6943,5.3204,0,5078,target,2018-03-12
Telegram,390,3,212,10,12,ElitePumpGroup,Binance+Bittrex,25.8103,-30.6933,0,11536,obvious,2018-03-09
Telegram,391,3,264,10,11,Big Pump Signal,None,4.59,7.5206,0,3729,target,2018-03-25
Telegram,392,6,72,61,23,CoinPumpNation,None,4.1202,9.2246,0,2825,target,2018-06-18
Telegram,393,1,181,27,6,ElitePumpGroup,Binance,1.3822,-56.3378,0,12810,target,2018-01-23
Telegram,394,6,293,14,1,CryptoCartelOriginal,Bittrex,4.1616,3.7012,0,4737,target,2018-06-29
Telegram,395,3,179,7,1,PumpKingCrypto,None,10.7194,-43.5781,0,3335,target,2018-03-13
Telegram,396,3,162,20,2,CryptoCartelOriginal,Binance+Bittrex,5.3597,11.9748,0,13415,target,2018-03-27
Telegram,397,5,336,2,1,Big Pump Signal,Bittrex,3.3834,-67.6091,0,9957,target,2018-05-15
Telegram,398,3,976,3,1,Crypto4Pumps,None,13.0817,4.1686,0,5679,target,2018-03-27
Telegram,399,4,285,36,27,Big Pump Signal,Binance,4.2675,2.3065,0,5030,target,2018-04-08
Telegram,400,6,699,21,16,CryptoPumpAlerts,None,1.9239,6.5167,0,9314,target,2018-06-24
Telegram,401,5,437,12,1,CryptoPumpAlerts,None,2.4362,-37.9216,0,10652,target,2018-05-22
Telegram,402,4,663,1,1,CryptoPumpAlerts,None,12.0982,-45.2344,0,8066,target,2018-04-14
Telegram,403,5,145,4,1,PumpKingCrypto,Binance+Bittrex,1.2728,-0.6179,0,7488,target,2018-05-28
Telegram,404,3,208,6,1,CryptoPumpAlerts,Binance,1.4632,17.2893,0,4056,target,2018-03-13
Telegram,405,5,209,10,1,PumpKingCrypto,None,0.2921,8.552,0,4266,target,2018-05-23
Telegram,406,2,409,2,5,CryptoCartelOriginal,None,17.0528,0.0251,0,5852,target,2018-02-15
Telegram,407,1,510,6,1,Big Pump Signal,Bittrex,12.4402,13.7174,0,3009,target,2018-01-05
Telegram,408,4,280,50,289,CryptoPumpAlerts,Bittrex,2.5275,-56.4669,0,2726,obvious,2018-04-09
Telegram,409,2,550,10,5,Big Pump Signal,Other,21.6154,12.128,0,6271,target,2018-02-24
Telegram,410,5,151,16,22,Big Pump Signal,Binance,1.3118,-54.2434,0,15574,target,2018-05-15
Telegram,411,1,554,3,3,PumpHunters,None,4.8401,6.0406,0,1178,target,2018-01-26
Telegram,412,1,623,1,1,PumpMasterBTC,None,13.5222,-65.9739,0,4863,target,2018-01-04
Telegram,413,4,460,2,5,CryptoPumpAlerts,Bittrex,1.0187,17.6577,0,8511,target,2018-04-24
Telegram,414,4,282,2,1,CryptoPumpAlerts,None,7.037,-49.1267,0,16700,target,2018-04-27
Telegram,415,6,475,8,2,Crypto4Pumps,None,4.3708,-52.7091,0,30835,target,2018-06-29
Telegram,416,2,112,22,3,Big Pump Signal,None,1.5634,-29.4742,0,5443,target,2018-02-22
Telegram,417,1,299,4,1,PumpMasterBTC,None,11.5013,7.5129,0,35664,target,2018-01-15
Telegram,418,1,328,11,1,PumpHunters,Bittrex,11.0933,1.4678,0,9930,target,2018-01-02
Telegram,419,4,76,70,346,ElitePumpGroup,None,1.3907,13.6164,0,13435,target,2018-04-07
Telegram,420,1,383,51,18,PumpMasterBTC,Binance,1.9545,-63.1786,0,2755,target,2018-01-20
Telegram,421,5,81,36,191,PumpHunters,Other,1.6827,-41.266,0,9912,target,2018-05-27
Telegram,422,1,170,11,59,Crypto4Pumps,None,2.2252,16.5036,0,14449,target,2018-01-23
Telegram,423,6,259,20,359,ElitePumpGroup,Binance,1.4345,2.5098,0,3783,target,2018-06-18
Telegram,424,4,130,49,243,CryptoCartelOriginal,None,14.876,-2.8589,0,752,obvious,2018-04-26
Telegram,425,5,270,1,6,CryptoPumpAlerts,Other,3.4109,-69.9541,0,7669,target,2018-05-10
Telegram,426,1,266,39,26,MoonPumpSignals,Other,13.6329,9.7949,0,5643,target,2018-01-10
Telegram,427,1,120,9,4,PumpKingCrypto,None,1.5559,-53.7221,0,21002,target,2018-01-03
Telegram,428,3,417,5,2,CryptoPumpAlerts,Binance,0.7609,12.3884,0,4297,target,2018-03-20
Telegram,429,4,126,10,3,ElitePumpGroup,Binance,2.9916,-29.9854,0,3734,target,2018-04-06
Telegram,430,4,1953,5,2,Crypto4Pumps,Binance,16.0555,-21.9507,0,2520,target,2018-04-09
Telegram,431,3,227,4,3,CryptoPumpAlerts,None,6.6406,-56.3824,0,3977,target,2018-03-04
Telegram,432,2,87,13,2,CryptoPumpAlerts,None,5.4528,2.478,0,64036,target,2018-02-25
Telegram,433,6,103,26,1,PumpHunters,None,2.8786,17.2368,0,1776,target,2018-06-06
Telegram,434,2,702,8,4,PumpMasterBTC,None,11.2504,0.5204,0,2195,target,2018-02-26
Telegram,435,1,173,18,3,PumpHunters,None,6.6916,-53.8062,0,6461,target,2018-01-07
Telegram,436,3,73,14,2,CryptoCartelOriginal,Bittrex,4.5857,13.8243,0,35726,target,2018-03-04
Telegram,437,3,539,14,4,Crypto4Pumps,Binance,7.1033,-60.8557,0,12637,target,2018-03-31
Telegram,438,4,172,33,9,PumpHunters,None,7.3929,-46.3613,0,25028,obvious,2018-04-09
Telegram,439,4,450,20,33,Big Pump Signal,Bittrex,8.3557,15.4025,0,4889,target,2018-04-22
Telegram,440,4,580,10,3,PumpKingCrypto,None,48.5886,-73.8636,0,2096,target,2018-04-04
Telegram,441,5,320,22,39,ElitePumpGroup,Bittrex,4.9741,-62.8903,0,4632,target,2018-05-06
Telegram,442,1,2036,9,4,Crypto4Pumps,None,6.3017,-71.2276,0,6089,target,2018-01-12
Telegram,443,1,53,182,83,AlphaPumpLeague,Binance+Bittrex,1.9064,0.5886,0,6827,target,2018-01-23
Telegram,444,5,120,45,24,CryptoPumpAlerts,None,1.5402,-38.4117,0,5648,target,2018-05-01
Telegram,445,2,199,11,1,ElitePumpGroup,None,4.0125,-58.2996,0,11129,target,2018-02-18
Telegram,446,3,1906,1,1,PumpKingCrypto,Binance+Bittrex,26.2041,-45.9289,0,3712,target,2018-03-25
Telegram,447,4,1258,4,4,CryptoCartelOriginal,Binance,19.5208,7.5282,0,3096,target,2018-04-04
Telegram,448,5,796,4,4,PumpHunters,None,6.1513,-34.1222,0,2450,target,2018-05-13
Telegram,449,2,122,24,1,Big Pump Signal,Binance,1.9476,-31.3067,0,8040,target,2018-02-28
Telegram,450,6,136,7,1,AlphaPumpLeague,Binance,5.1305,-34.9335,0,7395,obvious,2018-06-16
Telegram,451,3,119,44,10,MoonPumpSignals,None,22.0158,-58.7065,0,16971,target,2018-03-24
Telegram,452,6,124,4,8,PumpKingCrypto,Binance,0.8557,-36.5898,0,24916,target,2018-06-22
Telegram,453,3,956,1,1,ElitePumpGroup,Binance,10.8766,-2.411,0,2445,target,2018-03-14
Telegram,454,5,201,10,1,Crypto4Pumps,Binance+Bittrex,2.8151,-40.0029,0,6899,target,2018-05-22
Telegram,455,3,226,5,1,CryptoCartelOriginal,Other,14.9686,-60.7414,0,5689,target,2018-03-30
Telegram,456,5,502,2,1,CryptoPumpAlerts,None,7.0456,-70.5986,0,1852,target,2018-05-10
Telegram,457,4,56,12,1,PureInvestments,Bittrex,5.088,-20.9153,0,4334,obvious,2018-04-02
Telegram,458,6,262,5,5,Crypto4Pumps,Binance+Bittrex,0.2458,10.4797,0,25331,target,2018-06-23
Telegram,459,5,93,17,24,PureInvestments,None,0.4845,8.4761,0,3968,target,2018-05-10
Telegram,460,4,192,7,1,AlphaPumpLeague,None,5.6202,13.3437,0,3449,target,2018-04-20
Telegram,461,2,148,8,7,CryptoRocketPumps,Bittrex,8.5558,-62.3224,0,6474,target,2018-02-04
Telegram,462,2,141,14,12,CryptoCartelOriginal,None,20.6356,-56.1336,0,14586,target,2018-02-06
Telegram,463,6,306,24,2,ElitePumpGroup,None,10.0219,-44.5776,0,5232,target,2018-06-22
Telegram,464,6,305,37,14,CoinPumpNation,Bittrex,3.2,-43.5106,0,7533,target,2018-05-31
Telegram,465,1,205,13,7,Big Pump Signal,Binance,13.0029,7.5268,0,986,target,2018-01-15
Telegram,466,2,349,11,5,CoinPumpNation,None,1.9655,-38.5006,0,10957,target,2018-02-22
Telegram,467,1,115,13,1,PumpHunters,Bittrex,6.6776,-72.7204,0,8150,target,2018-01-15
Telegram,468,2,462,12,5,Big Pump Signal,Bittrex,1.004,4.4316,0,14257,target,2018-02-04
Telegram,469,3,208,16,14,ElitePumpGroup,None,23.7139,-36.4412,0,1401,target,2018-03-21
Telegram,470,5,162,43,140,Big Pump Signal,Binance,5.4872,-0.1299,0,5242,target,2018-05-04
Telegram,471,1,122,2,1,PumpHunters,Bittrex,17.3051,-31.0797,0,15245,target,2018-01-18
Telegram,472,6,201,9,1,PumpKingCrypto,Binance+Bittrex,0.8832,-1.9275,0,4230,obvious,2018-06-12
Telegram,473,6,1343,6,1,PumpMasterBTC,None,8.4828,8.1055,0,7061,target,2018-06-16
Telegram,474,3,236,11,6,Crypto4Pumps,None,4.3639,16.2966,0,4789,target,2018-03-29
Telegram,475,4,89,7,2,Crypto4Pumps,Bittrex,9.8924,-27.3304,0,4889,target,2018-04-27
Telegram,476,4,571,2,1,CoinPumpNation,Bittrex,6.0115,-70.2949,0,18090,target,2018-04-22
Telegram,477,2,164,27,2,PumpKingCrypto,None,7.1616,-59.7385,0,2038,target,2018-02-14
Telegram,478,5,323,4,2,Crypto4Pumps,None,4.5018,13.0861,0,6483,target,2018-05-24
Telegram,479,4,145,2,1,PumpHunters,None,1.4753,-54.7931,0,8363,target,2018-04-04
Telegram,480,1,791,13,4,AlphaPumpLeague,Binance,7.2693,-47.253,0,14914,target,2018-01-09
Telegram,481,6,147,21,75,CryptoCartelOriginal,Binance,2.1285,-28.4748,0,6103,target,2018-06-13
Telegram,482,3,878,5,1,Crypto4Pumps,Bittrex,7.9594,5.2555,0,15306,target,2018-03-27
Telegram,483,1,97,7,1,Crypto4Pumps,None,6.1587,-55.1677,0,6460,target,2018-01-12
Telegram,484,6,192,11,1,CoinPumpNation,None,2.2035,-51.6909,0,7481,target,2018-06-12
Telegram,485,1,880,18,8,ElitePumpGroup,Binance,7.9851,17.6582,0,7244,target,2018-01-29
Telegram,486,1,291,2,2,CryptoRocketPumps,None,13.1081,0.864,0,11751,target,2018-01-30
Telegram,487,2,1924,1,1,Big Pump Signal,None,11.0089,17.9502,0,10678,target,2018-02-01
Telegram,488,3,196,7,2,CoinPumpNation,None,4.4024,-63.981,0,2647,target,2018-03-19
Telegram,489,4,315,9,18,CryptoRocketPumps,Other,14.2117,-62.6347,0,8122,target,2018-04-21
Telegram,490,5,1385,3,1,Big Pump Signal,Bittrex,0.9455,-32.48,0,10669,target,2018-05-19
Telegram,491,3,64,36,44,CryptoRocketPumps,None,3.0843,-69.0834,0,23188,target,2018-03-31
Telegram,492,4,57,56,63,PumpKingCrypto,Bittrex,3.64,-54.1275,0,2890,target,2018-04-28
Telegram,493,1,122,19,1,ElitePumpGroup,Bittrex,12.4128,-58.3562,0,10649,obvious,2018-01-08
Telegram,494,3,520,12,4,CryptoPumpAlerts,Binance,9.9835,-25.5295,0,5045,target,2018-03-30
Telegram,495,6,59,27,2,PumpMasterBTC,None,3.5125,-41.9957,0,7951,target,2018-06-12
Telegram,496,5,428,8,1,AlphaPumpLeague,Binance,2.2388,1.8329,0,2737,obvious,2018-05-01
Telegram,497,5,402,2,4,Crypto4Pumps,None,1.4417,-52.4776,0,6688,target,2018-05-11
Telegram,498,3,1528,1,1,CryptoCartelOriginal,None,10.1701,0.5326,0,8850,obvious,2018-03-08
Telegram,499,4,640,2,7,Big Pump Signal,Other,3.5705,15.025,0,2986,target,2018-04-28
Telegram,500,5,347,8,1,Crypto4Pumps,None,4.5771,-51.3059,0,22936,target,2018-05-19
Telegram,501,6,848,7,1,CoinPumpNation,None,5.4454,-33.8631,0,1840,target,2018-06-09
Telegram,502,5,406,2,1,PumpHunters,None,5.434,6.8459,0,10641,target,2018-05-01
Telegram,503,4,165,14,3,CryptoPumpAlerts,None,1.9371,15.729,0,873,target,2018-04-12
Telegram,504,1,89,8,4,Crypto4Pumps,None,9.9388,-76.826,0,5456,target,2018-01-10
Telegram,505,1,150,5,1,Crypto4Pumps,None,6.4854,-44.1593,0,10134,target,2018-01-14
Telegram,506,1,241,6,1,Crypto4Pumps,Binance,1.0012,12.7088,0,12333,target,2018-01-06
Telegram,507,3,293,3,1,Big Pump Signal,None,17.8773,0.2913,0,6189,target,2018-03-18
Telegram,508,1,36,45,25,Crypto4Pumps,Other,16.7728,-0.4396,0,5518,target,2018-01-16
Telegram,509,4,205,10,8,PureInvestments,None,0.6497,-41.5406,0,10912,target,2018-04-22
Telegram,510,4,257,22,70,Crypto4Pumps,Bittrex,9.4424,6.3821,0,15073,target,2018-04-18
Telegram,511,4,409,5,1,AlphaPumpLeague,Bittrex,2.2035,-66.9277,0,21637,target,2018-04-22
Telegram,512,4,1079,3,1,Crypto4Pumps,None,8.3022,-60.7415,0,2279,obvious,2018-04-06
Telegram,513,2,296,53,12,PumpKingCrypto,None,7.8418,8.7924,0,5712,target,2018-02-04
Telegram,514,4,110,3,6,Crypto4Pumps,Binance+Bittrex,1.4084,-36.5212,0,1064,target,2018-04-17
Telegram,515,6,49,72,80,Big Pump Signal,None,1.8611,-58.699,0,2136,target,2018-06-29
Telegram,516,4,464,36,1,MoonPumpSignals,Other,6.3169,5.8875,0,3736,target,2018-04-12
Telegram,517,6,114,31,1,CryptoPumpAlerts,Binance,0.6449,1.4518,0,14023,target,2018-06-21
Telegram,518,3,545,5,1,CryptoPumpAlerts,None,35.7724,1.5681,0,4510,target,2018-03-31
